Year,Month,Day,Day of Year,Anomaly,Temperature,Month_Name
1947,10,16,289,0.979,9.568999999999999,October
1947,10,17,290,1.004,9.594,October
1947,10,18,291,1.088,9.678,October
1947,10,19,292,1.008,9.597999999999999,October
1947,10,20,293,0.974,9.564,October
1947,10,21,294,0.962,9.552,October
1947,10,22,295,0.869,9.459,October
1947,10,23,296,0.697,9.286999999999999,October
1947,10,24,297,0.565,9.155,October
1947,10,25,298,0.591,9.181,October
1947,10,26,299,0.821,9.411,October
1947,10,27,300,0.84,9.43,October
1947,10,28,301,0.804,9.394,October
1947,10,29,302,0.765,9.355,October
1947,10,30,303,0.619,9.209,October
1947,10,31,304,0.644,9.234,October
1947,11,1,305,0.655,9.245,November
1947,11,2,306,0.583,9.173,November
1947,11,3,307,0.593,9.183,November
1947,11,4,308,0.471,9.061,November
1947,11,5,309,0.252,8.842,November
1947,11,6,310,0.23,8.82,November
1947,11,7,311,0.188,8.778,November
1947,11,8,312,-0.018,8.572,November
1947,11,9,313,-0.31,8.28,November
1947,11,10,314,-0.357,8.233,November
1947,11,11,315,-0.539,8.051,November
1947,11,12,316,-0.469,8.121,November
1947,11,13,317,-0.283,8.307,November
1947,11,14,318,-0.16,8.43,November
1947,11,15,319,0.063,8.653,November
1947,11,16,320,0.102,8.692,November
1947,11,17,321,0.239,8.829,November
1947,11,18,322,0.119,8.709,November
1947,11,19,323,-0.04,8.55,November
1947,11,20,324,0.011,8.600999999999999,November
1947,11,21,325,-0.015,8.575,November
1947,11,22,326,-0.067,8.523,November
1947,11,23,327,0.059,8.649,November
1947,11,24,328,-0.042,8.548,November
1947,11,25,329,0.002,8.592,November
1947,11,26,330,0.122,8.712,November
1947,11,27,331,0.262,8.852,November
1947,11,28,332,0.248,8.838,November
1947,11,29,333,0.259,8.849,November
1947,11,30,334,0.178,8.768,November
1947,12,1,335,0.083,8.673,December
1947,12,2,336,-0.203,8.387,December
1947,12,3,337,-0.108,8.482,December
1947,12,4,338,-0.228,8.362,December
1947,12,5,339,0.069,8.659,December
1947,12,6,340,-0.088,8.502,December
1947,12,7,341,-0.313,8.277,December
1947,12,8,342,-0.577,8.013,December
1947,12,9,343,-0.799,7.7909999999999995,December
1947,12,10,344,-0.961,7.629,December
1947,12,11,345,-1.025,7.5649999999999995,December
1947,12,12,346,-0.98,7.609999999999999,December
1947,12,13,347,-0.998,7.592,December
1947,12,14,348,-0.906,7.684,December
1947,12,15,349,-0.933,7.657,December
1947,12,16,350,-0.9,7.6899999999999995,December
1947,12,17,351,-0.66,7.93,December
1947,12,18,352,-0.448,8.142,December
1947,12,19,353,-0.327,8.263,December
1947,12,20,354,-0.161,8.429,December
1947,12,21,355,0.033,8.623,December
1947,12,22,356,0.247,8.837,December
1947,12,23,357,0.235,8.825,December
1947,12,24,358,0.373,8.963,December
1947,12,25,359,0.414,9.004,December
1947,12,26,360,0.377,8.967,December
1947,12,27,361,0.521,9.111,December
1947,12,28,362,0.495,9.084999999999999,December
1947,12,29,363,0.561,9.151,December
1947,12,30,364,0.753,9.343,December
1947,12,31,365,1.004,9.594,December
1948,1,1,1,1.083,9.673,January
1948,1,2,2,1.116,9.706,January
1948,1,3,3,1.11,9.7,January
1948,1,4,4,1.173,9.763,January
1948,1,5,5,0.874,9.464,January
1948,1,6,6,0.659,9.249,January
1948,1,7,7,0.863,9.453,January
1948,1,8,8,1.229,9.818999999999999,January
1948,1,9,9,1.425,10.015,January
1948,1,10,10,1.268,9.858,January
1948,1,11,11,1.011,9.600999999999999,January
1948,1,12,12,0.957,9.547,January
1948,1,13,13,0.867,9.457,January
1948,1,14,14,0.643,9.233,January
1948,1,15,15,0.187,8.777,January
1948,1,16,16,0.148,8.738,January
1948,1,17,17,0.037,8.627,January
1948,1,18,18,0.169,8.759,January
1948,1,19,19,0.138,8.728,January
1948,1,20,20,0.194,8.784,January
1948,1,21,21,0.306,8.895999999999999,January
1948,1,22,22,0.372,8.962,January
1948,1,23,23,-0.078,8.512,January
1948,1,24,24,-0.273,8.317,January
1948,1,25,25,-0.341,8.249,January
1948,1,26,26,-0.218,8.372,January
1948,1,27,27,0.011,8.600999999999999,January
1948,1,28,28,0.049,8.639,January
1948,1,29,29,0.287,8.877,January
1948,1,30,30,0.39,8.98,January
1948,1,31,31,0.443,9.033,January
1948,2,1,32,0.274,8.864,February
1948,2,2,33,0.072,8.661999999999999,February
1948,2,3,34,-0.156,8.434,February
1948,2,4,35,-0.006,8.584,February
1948,2,5,36,0.138,8.728,February
1948,2,6,37,0.068,8.658,February
1948,2,7,38,-0.157,8.433,February
1948,2,8,39,-0.367,8.222999999999999,February
1948,2,9,40,-0.255,8.334999999999999,February
1948,2,10,41,-0.065,8.525,February
1948,2,11,42,0.091,8.681,February
1948,2,12,43,0.067,8.657,February
1948,2,13,44,-0.162,8.427999999999999,February
1948,2,14,45,-0.32,8.27,February
1948,2,15,46,-0.404,8.186,February
1948,2,16,47,-0.332,8.258,February
1948,2,17,48,-0.137,8.453,February
1948,2,18,49,-0.349,8.241,February
1948,2,19,50,-0.612,7.978,February
1948,2,20,51,-0.443,8.147,February
1948,2,21,52,-0.269,8.321,February
1948,2,22,53,-0.248,8.342,February
1948,2,23,54,-0.253,8.337,February
1948,2,24,55,-0.051,8.539,February
1948,2,25,56,0.107,8.697,February
1948,2,26,57,0.102,8.692,February
1948,2,27,58,-0.173,8.417,February
1948,2,28,59,-0.193,8.397,February
1948,2,29,60,-0.758,7.832,February
1948,3,1,61,-1.018,7.572,March
1948,3,2,62,-0.917,7.673,March
1948,3,3,63,-1.115,7.475,March
1948,3,4,64,-0.832,7.758,March
1948,3,5,65,-0.666,7.9239999999999995,March
1948,3,6,66,-0.615,7.975,March
1948,3,7,67,-0.536,8.054,March
1948,3,8,68,-0.615,7.975,March
1948,3,9,69,-0.747,7.843,March
1948,3,10,70,-0.794,7.795999999999999,March
1948,3,11,71,-0.984,7.606,March
1948,3,12,72,-0.84,7.75,March
1948,3,13,73,-0.476,8.114,March
1948,3,14,74,-0.346,8.244,March
1948,3,15,75,-0.397,8.193,March
1948,3,16,76,-0.599,7.991,March
1948,3,17,77,-0.84,7.75,March
1948,3,18,78,-0.486,8.104,March
1948,3,19,79,-0.388,8.202,March
1948,3,20,80,-0.544,8.046,March
1948,3,21,81,-0.454,8.136,March
1948,3,22,82,-0.422,8.168,March
1948,3,23,83,-0.23,8.36,March
1948,3,24,84,-0.104,8.486,March
1948,3,25,85,0.186,8.776,March
1948,3,26,86,0.316,8.906,March
1948,3,27,87,0.407,8.997,March
1948,3,28,88,0.393,8.983,March
1948,3,29,89,0.497,9.087,March
1948,3,30,90,0.409,8.999,March
1948,3,31,91,0.496,9.086,March
1948,4,1,92,0.52,9.11,April
1948,4,2,93,0.491,9.081,April
1948,4,3,94,0.269,8.859,April
1948,4,4,95,0.116,8.706,April
1948,4,5,96,0.235,8.825,April
1948,4,6,97,0.367,8.957,April
1948,4,7,98,0.575,9.165,April
1948,4,8,99,0.527,9.116999999999999,April
1948,4,9,100,0.506,9.096,April
1948,4,10,101,0.461,9.051,April
1948,4,11,102,0.175,8.765,April
1948,4,12,103,-0.024,8.566,April
1948,4,13,104,-0.238,8.352,April
1948,4,14,105,-0.228,8.362,April
1948,4,15,106,-0.051,8.539,April
1948,4,16,107,0.027,8.616999999999999,April
1948,4,17,108,0.071,8.661,April
1948,4,18,109,0.136,8.725999999999999,April
1948,4,19,110,0.106,8.696,April
1948,4,20,111,0.17,8.76,April
1948,4,21,112,0.082,8.672,April
1948,4,22,113,-0.068,8.522,April
1948,4,23,114,-0.029,8.561,April
1948,4,24,115,0.043,8.633,April
1948,4,25,116,-0.165,8.425,April
1948,4,26,117,-0.21,8.379999999999999,April
1948,4,27,118,0.024,8.613999999999999,April
1948,4,28,119,0.326,8.916,April
1948,4,29,120,0.324,8.914,April
1948,4,30,121,0.492,9.082,April
1948,5,1,122,0.542,9.132,May
1948,5,2,123,0.658,9.248,May
1948,5,3,124,0.454,9.044,May
1948,5,4,125,0.279,8.869,May
1948,5,5,126,0.426,9.016,May
1948,5,6,127,0.527,9.116999999999999,May
1948,5,7,128,0.285,8.875,May
1948,5,8,129,-0.02,8.57,May
1948,5,9,130,-0.169,8.421,May
1948,5,10,131,-0.124,8.466,May
1948,5,11,132,0.001,8.591,May
1948,5,12,133,0.128,8.718,May
1948,5,13,134,0.266,8.856,May
1948,5,14,135,0.189,8.779,May
1948,5,15,136,0.172,8.762,May
1948,5,16,137,0.064,8.654,May
1948,5,17,138,-0.026,8.564,May
1948,5,18,139,-0.055,8.535,May
1948,5,19,140,-0.017,8.573,May
1948,5,20,141,0.148,8.738,May
1948,5,21,142,0.231,8.821,May
1948,5,22,143,0.288,8.878,May
1948,5,23,144,0.427,9.017,May
1948,5,24,145,0.472,9.062,May
1948,5,25,146,0.462,9.052,May
1948,5,26,147,0.568,9.158,May
1948,5,27,148,0.492,9.082,May
1948,5,28,149,0.385,8.975,May
1948,5,29,150,0.292,8.882,May
1948,5,30,151,0.301,8.891,May
1948,5,31,152,0.412,9.002,May
1948,6,1,153,0.463,9.052999999999999,June
1948,6,2,154,0.473,9.063,June
1948,6,3,155,0.401,8.991,June
1948,6,4,156,0.365,8.955,June
1948,6,5,157,0.31,8.9,June
1948,6,6,158,0.424,9.014,June
1948,6,7,159,0.496,9.086,June
1948,6,8,160,0.509,9.099,June
1948,6,9,161,0.368,8.958,June
1948,6,10,162,0.184,8.774,June
1948,6,11,163,0.2,8.79,June
1948,6,12,164,0.238,8.828,June
1948,6,13,165,0.125,8.715,June
1948,6,14,166,-0.001,8.589,June
1948,6,15,167,0.067,8.657,June
1948,6,16,168,0.151,8.741,June
1948,6,17,169,0.113,8.703,June
1948,6,18,170,0.121,8.711,June
1948,6,19,171,0.173,8.763,June
1948,6,20,172,0.181,8.770999999999999,June
1948,6,21,173,0.05,8.64,June
1948,6,22,174,0.005,8.595,June
1948,6,23,175,-0.02,8.57,June
1948,6,24,176,-0.005,8.584999999999999,June
1948,6,25,177,-0.069,8.520999999999999,June
1948,6,26,178,-0.082,8.508,June
1948,6,27,179,-0.014,8.576,June
1948,6,28,180,-0.06,8.53,June
1948,6,29,181,0.044,8.634,June
1948,6,30,182,0.051,8.641,June
1948,7,1,183,0.188,8.778,July
1948,7,2,183,0.216,8.806,July
1948,7,3,184,0.001,8.591,July
1948,7,4,185,0.086,8.676,July
1948,7,5,186,0.061,8.651,July
1948,7,6,187,-0.037,8.552999999999999,July
1948,7,7,188,0.156,8.746,July
1948,7,8,189,0.179,8.769,July
1948,7,9,190,0.155,8.745,July
1948,7,10,191,0.203,8.793,July
1948,7,11,192,0.178,8.768,July
1948,7,12,193,0.063,8.653,July
1948,7,13,194,-0.066,8.524,July
1948,7,14,195,-0.244,8.346,July
1948,7,15,196,-0.252,8.338,July
1948,7,16,197,-0.003,8.587,July
1948,7,17,198,0.198,8.788,July
1948,7,18,199,0.182,8.772,July
1948,7,19,200,0.151,8.741,July
1948,7,20,201,0.155,8.745,July
1948,7,21,202,0.134,8.724,July
1948,7,22,203,0.354,8.943999999999999,July
1948,7,23,204,0.176,8.766,July
1948,7,24,205,0.168,8.758,July
1948,7,25,206,0.177,8.767,July
1948,7,26,207,0.029,8.619,July
1948,7,27,208,-0.014,8.576,July
1948,7,28,209,-0.036,8.554,July
1948,7,29,210,0.057,8.647,July
1948,7,30,211,0.081,8.671,July
1948,7,31,212,0.099,8.689,July
1948,8,1,213,-0.066,8.524,August
1948,8,2,214,-0.104,8.486,August
1948,8,3,215,-0.063,8.527,August
1948,8,4,216,-0.008,8.582,August
1948,8,5,217,-0.066,8.524,August
1948,8,6,218,-0.099,8.491,August
1948,8,7,219,0.023,8.613,August
1948,8,8,220,0.034,8.624,August
1948,8,9,221,0.209,8.799,August
1948,8,10,222,0.295,8.885,August
1948,8,11,223,0.374,8.964,August
1948,8,12,224,0.318,8.908,August
1948,8,13,225,0.307,8.897,August
1948,8,14,226,0.303,8.893,August
1948,8,15,227,0.119,8.709,August
1948,8,16,228,-0.009,8.581,August
1948,8,17,229,0.169,8.759,August
1948,8,18,230,0.286,8.876,August
1948,8,19,231,0.116,8.706,August
1948,8,20,232,0.048,8.638,August
1948,8,21,233,-0.088,8.502,August
1948,8,22,234,-0.137,8.453,August
1948,8,23,235,-0.146,8.443999999999999,August
1948,8,24,236,-0.205,8.385,August
1948,8,25,237,-0.176,8.414,August
1948,8,26,238,-0.117,8.472999999999999,August
1948,8,27,239,-0.108,8.482,August
1948,8,28,240,-0.059,8.531,August
1948,8,29,241,-0.184,8.406,August
1948,8,30,242,-0.091,8.499,August
1948,8,31,243,-0.131,8.459,August
1948,9,1,244,-0.156,8.434,September
1948,9,2,245,-0.005,8.584999999999999,September
1948,9,3,246,-0.033,8.557,September
1948,9,4,247,0.007,8.597,September
1948,9,5,248,0.036,8.626,September
1948,9,6,249,-0.048,8.542,September
1948,9,7,250,-0.109,8.481,September
1948,9,8,251,-0.124,8.466,September
1948,9,9,252,-0.144,8.446,September
1948,9,10,253,-0.172,8.418,September
1948,9,11,254,-0.163,8.427,September
1948,9,12,255,-0.141,8.449,September
1948,9,13,256,-0.269,8.321,September
1948,9,14,257,-0.097,8.493,September
1948,9,15,258,-0.02,8.57,September
1948,9,16,259,0.004,8.594,September
1948,9,17,260,0.1,8.69,September
1948,9,18,261,0.2,8.79,September
1948,9,19,262,0.228,8.818,September
1948,9,20,263,0.33,8.92,September
1948,9,21,264,0.268,8.858,September
1948,9,22,265,0.024,8.613999999999999,September
1948,9,23,266,-0.037,8.552999999999999,September
1948,9,24,267,-0.092,8.498,September
1948,9,25,268,0.096,8.686,September
1948,9,26,269,0.141,8.731,September
1948,9,27,270,0.133,8.722999999999999,September
1948,9,28,271,0.109,8.699,September
1948,9,29,272,0.222,8.812,September
1948,9,30,273,0.362,8.952,September
1948,10,1,274,0.455,9.045,October
1948,10,2,275,0.443,9.033,October
1948,10,3,276,0.564,9.154,October
1948,10,4,277,0.451,9.041,October
1948,10,5,278,0.434,9.024,October
1948,10,6,279,0.319,8.909,October
1948,10,7,280,0.342,8.932,October
1948,10,8,281,0.296,8.886,October
1948,10,9,282,0.303,8.893,October
1948,10,10,283,0.244,8.834,October
1948,10,11,284,0.096,8.686,October
1948,10,12,285,0.018,8.608,October
1948,10,13,286,-0.011,8.579,October
1948,10,14,287,-0.061,8.529,October
1948,10,15,288,-0.134,8.456,October
1948,10,16,289,-0.039,8.551,October
1948,10,17,290,0.031,8.621,October
1948,10,18,291,-0.068,8.522,October
1948,10,19,292,-0.003,8.587,October
1948,10,20,293,0.188,8.778,October
1948,10,21,294,-0.042,8.548,October
1948,10,22,295,0.003,8.593,October
1948,10,23,296,0.062,8.652,October
1948,10,24,297,0.305,8.895,October
1948,10,25,298,0.398,8.988,October
1948,10,26,299,0.448,9.038,October
1948,10,27,300,0.436,9.026,October
1948,10,28,301,0.407,8.997,October
1948,10,29,302,0.441,9.031,October
1948,10,30,303,0.384,8.974,October
1948,10,31,304,0.312,8.902,October
1948,11,1,305,0.327,8.917,November
1948,11,2,306,0.237,8.827,November
1948,11,3,307,0.342,8.932,November
1948,11,4,308,0.282,8.872,November
1948,11,5,309,0.307,8.897,November
1948,11,6,310,0.218,8.808,November
1948,11,7,311,0.012,8.602,November
1948,11,8,312,0.023,8.613,November
1948,11,9,313,0.16,8.75,November
1948,11,10,314,0.124,8.714,November
1948,11,11,315,0.041,8.631,November
1948,11,12,316,0.141,8.731,November
1948,11,13,317,0.276,8.866,November
1948,11,14,318,0.255,8.845,November
1948,11,15,319,0.304,8.894,November
1948,11,16,320,0.24,8.83,November
1948,11,17,321,0.109,8.699,November
1948,11,18,322,-0.13,8.459999999999999,November
1948,11,19,323,-0.37,8.22,November
1948,11,20,324,-0.404,8.186,November
1948,11,21,325,-0.422,8.168,November
1948,11,22,326,-0.29,8.3,November
1948,11,23,327,-0.298,8.292,November
1948,11,24,328,-0.258,8.332,November
1948,11,25,329,-0.317,8.273,November
1948,11,26,330,-0.442,8.148,November
1948,11,27,331,-0.343,8.247,November
1948,11,28,332,-0.49,8.1,November
1948,11,29,333,-0.553,8.036999999999999,November
1948,11,30,334,-0.414,8.176,November
1948,12,1,335,0.04,8.629999999999999,December
1948,12,2,336,0.299,8.889,December
1948,12,3,337,0.304,8.894,December
1948,12,4,338,0.132,8.722,December
1948,12,5,339,0.061,8.651,December
1948,12,6,340,0.144,8.734,December
1948,12,7,341,0.026,8.616,December
1948,12,8,342,-0.112,8.478,December
1948,12,9,343,-0.109,8.481,December
1948,12,10,344,-0.164,8.426,December
1948,12,11,345,0.028,8.618,December
1948,12,12,346,0.185,8.775,December
1948,12,13,347,-0.033,8.557,December
1948,12,14,348,-0.304,8.286,December
1948,12,15,349,-0.338,8.252,December
1948,12,16,350,-0.545,8.045,December
1948,12,17,351,-0.608,7.982,December
1948,12,18,352,-0.958,7.632,December
1948,12,19,353,-1.198,7.3919999999999995,December
1948,12,20,354,-0.924,7.6659999999999995,December
1948,12,21,355,-0.815,7.775,December
1948,12,22,356,-0.782,7.808,December
1948,12,23,357,-0.58,8.01,December
1948,12,24,358,-0.738,7.852,December
1948,12,25,359,-0.841,7.749,December
1948,12,26,360,-0.631,7.959,December
1948,12,27,361,-0.288,8.302,December
1948,12,28,362,-0.428,8.161999999999999,December
1948,12,29,363,-0.638,7.952,December
1948,12,30,364,-0.842,7.748,December
1948,12,31,365,-0.737,7.853,December
1949,1,1,1,-0.433,8.157,January
1949,1,2,2,-0.207,8.383,January
1949,1,3,3,-0.443,8.147,January
1949,1,4,4,-0.427,8.163,January
1949,1,5,5,0.038,8.628,January
1949,1,6,6,0.405,8.995,January
1949,1,7,7,0.526,9.116,January
1949,1,8,8,0.553,9.143,January
1949,1,9,9,0.364,8.954,January
1949,1,10,10,0.347,8.937,January
1949,1,11,11,0.367,8.957,January
1949,1,12,12,0.574,9.164,January
1949,1,13,13,0.703,9.293,January
1949,1,14,14,0.8,9.39,January
1949,1,15,15,0.71,9.3,January
1949,1,16,16,0.51,9.1,January
1949,1,17,17,0.139,8.729,January
1949,1,18,18,0.069,8.659,January
1949,1,19,19,0.079,8.669,January
1949,1,20,20,-0.064,8.526,January
1949,1,21,21,0.112,8.702,January
1949,1,22,22,0.498,9.088,January
1949,1,23,23,0.635,9.225,January
1949,1,24,24,0.536,9.126,January
1949,1,25,25,0.435,9.025,January
1949,1,26,26,0.584,9.174,January
1949,1,27,27,0.551,9.141,January
1949,1,28,28,0.521,9.111,January
1949,1,29,29,0.497,9.087,January
1949,1,30,30,0.444,9.034,January
1949,1,31,31,0.149,8.738999999999999,January
1949,2,1,32,-0.068,8.522,February
1949,2,2,33,-0.4,8.19,February
1949,2,3,34,-0.47,8.12,February
1949,2,4,35,-0.461,8.129,February
1949,2,5,36,-0.394,8.196,February
1949,2,6,37,-0.327,8.263,February
1949,2,7,38,-0.599,7.991,February
1949,2,8,39,-0.76,7.83,February
1949,2,9,40,-0.888,7.702,February
1949,2,10,41,-1.019,7.571,February
1949,2,11,42,-1.21,7.38,February
1949,2,12,43,-1.199,7.391,February
1949,2,13,44,-1.113,7.477,February
1949,2,14,45,-1.063,7.527,February
1949,2,15,46,-0.96,7.63,February
1949,2,16,47,-0.737,7.853,February
1949,2,17,48,-0.455,8.135,February
1949,2,18,49,-0.179,8.411,February
1949,2,19,50,-0.057,8.533,February
1949,2,20,51,-0.25,8.34,February
1949,2,21,52,-0.322,8.268,February
1949,2,22,53,-0.328,8.262,February
1949,2,23,54,-0.325,8.265,February
1949,2,24,55,-0.448,8.142,February
1949,2,25,56,-0.433,8.157,February
1949,2,26,57,-0.364,8.225999999999999,February
1949,2,27,58,-0.392,8.198,February
1949,2,28,59,-0.373,8.217,February
1949,3,1,60,-0.407,8.183,March
1949,3,2,61,-0.07,8.52,March
1949,3,3,62,0.038,8.628,March
1949,3,4,63,0.178,8.768,March
1949,3,5,64,-0.105,8.485,March
1949,3,6,65,-0.376,8.214,March
1949,3,7,66,-0.432,8.158,March
1949,3,8,67,-0.465,8.125,March
1949,3,9,68,-0.518,8.072,March
1949,3,10,69,-0.602,7.9879999999999995,March
1949,3,11,70,-0.617,7.973,March
1949,3,12,71,-0.709,7.881,March
1949,3,13,72,-0.852,7.7379999999999995,March
1949,3,14,73,-0.842,7.748,March
1949,3,15,74,-0.718,7.872,March
1949,3,16,75,-0.668,7.922,March
1949,3,17,76,-0.672,7.918,March
1949,3,18,77,-0.663,7.927,March
1949,3,19,78,-0.77,7.82,March
1949,3,20,79,-0.761,7.829,March
1949,3,21,80,-0.594,7.9959999999999996,March
1949,3,22,81,-0.432,8.158,March
1949,3,23,82,-0.154,8.436,March
1949,3,24,83,0.098,8.688,March
1949,3,25,84,0.161,8.751,March
1949,3,26,85,0.198,8.788,March
1949,3,27,86,0.289,8.879,March
1949,3,28,87,0.194,8.784,March
1949,3,29,88,0.172,8.762,March
1949,3,30,89,0.121,8.711,March
1949,3,31,90,-0.207,8.383,March
1949,4,1,91,-0.251,8.339,April
1949,4,2,92,-0.276,8.314,April
1949,4,3,93,-0.081,8.509,April
1949,4,4,94,0.012,8.602,April
1949,4,5,95,-0.023,8.567,April
1949,4,6,96,0.078,8.668,April
1949,4,7,97,0.448,9.038,April
1949,4,8,98,0.506,9.096,April
1949,4,9,99,0.42,9.01,April
1949,4,10,100,0.182,8.772,April
1949,4,11,101,0.062,8.652,April
1949,4,12,102,-0.049,8.541,April
1949,4,13,103,0.056,8.645999999999999,April
1949,4,14,104,0.147,8.737,April
1949,4,15,105,0.094,8.684,April
1949,4,16,106,-0.073,8.517,April
1949,4,17,107,0.031,8.621,April
1949,4,18,108,0.074,8.664,April
1949,4,19,109,0.148,8.738,April
1949,4,20,110,0.208,8.798,April
1949,4,21,111,0.162,8.752,April
1949,4,22,112,-0.023,8.567,April
1949,4,23,113,-0.119,8.471,April
1949,4,24,114,-0.485,8.105,April
1949,4,25,115,-0.417,8.173,April
1949,4,26,116,-0.173,8.417,April
1949,4,27,117,0.135,8.725,April
1949,4,28,118,0.196,8.786,April
1949,4,29,119,0.361,8.951,April
1949,4,30,120,0.184,8.774,April
1949,5,1,121,0.33,8.92,May
1949,5,2,122,0.445,9.035,May
1949,5,3,123,0.614,9.204,May
1949,5,4,124,0.337,8.927,May
1949,5,5,125,0.226,8.816,May
1949,5,6,126,0.297,8.887,May
1949,5,7,127,0.042,8.632,May
1949,5,8,128,0.013,8.603,May
1949,5,9,129,-0.046,8.544,May
1949,5,10,130,-0.211,8.379,May
1949,5,11,131,-0.047,8.543,May
1949,5,12,132,0.011,8.600999999999999,May
1949,5,13,133,-0.018,8.572,May
1949,5,14,134,0.078,8.668,May
1949,5,15,135,0.129,8.719,May
1949,5,16,136,0.23,8.82,May
1949,5,17,137,0.176,8.766,May
1949,5,18,138,0.173,8.763,May
1949,5,19,139,-0.037,8.552999999999999,May
1949,5,20,140,-0.173,8.417,May
1949,5,21,141,-0.066,8.524,May
1949,5,22,142,-0.161,8.429,May
1949,5,23,143,-0.27,8.32,May
1949,5,24,144,-0.208,8.382,May
1949,5,25,145,-0.177,8.413,May
1949,5,26,146,-0.101,8.488999999999999,May
1949,5,27,147,0.051,8.641,May
1949,5,28,148,0.128,8.718,May
1949,5,29,149,0.002,8.592,May
1949,5,30,150,-0.025,8.565,May
1949,5,31,151,0.019,8.609,May
1949,6,1,152,-0.026,8.564,June
1949,6,2,153,-0.166,8.424,June
1949,6,3,154,-0.256,8.334,June
1949,6,4,155,-0.276,8.314,June
1949,6,5,156,-0.283,8.307,June
1949,6,6,157,-0.322,8.268,June
1949,6,7,158,-0.446,8.144,June
1949,6,8,159,-0.43,8.16,June
1949,6,9,160,-0.384,8.206,June
1949,6,10,161,-0.232,8.358,June
1949,6,11,162,-0.295,8.295,June
1949,6,12,163,-0.276,8.314,June
1949,6,13,164,-0.246,8.344,June
1949,6,14,165,-0.288,8.302,June
1949,6,15,166,-0.353,8.237,June
1949,6,16,167,-0.329,8.261,June
1949,6,17,168,-0.31,8.28,June
1949,6,18,169,-0.262,8.328,June
1949,6,19,170,-0.325,8.265,June
1949,6,20,171,-0.196,8.394,June
1949,6,21,172,-0.063,8.527,June
1949,6,22,173,-0.01,8.58,June
1949,6,23,174,-0.127,8.463,June
1949,6,24,175,-0.218,8.372,June
1949,6,25,176,-0.193,8.397,June
1949,6,26,177,-0.093,8.497,June
1949,6,27,178,-0.069,8.520999999999999,June
1949,6,28,179,-0.016,8.574,June
1949,6,29,180,-0.058,8.532,June
1949,6,30,181,-0.151,8.439,June
1949,7,1,182,-0.016,8.574,July
1949,7,2,183,0.03,8.62,July
1949,7,3,184,0.097,8.687,July
1949,7,4,185,0.022,8.612,July
1949,7,5,186,-0.063,8.527,July
1949,7,6,187,-0.133,8.457,July
1949,7,7,188,-0.094,8.496,July
1949,7,8,189,-0.029,8.561,July
1949,7,9,190,-0.166,8.424,July
1949,7,10,191,-0.272,8.318,July
1949,7,11,192,-0.121,8.469,July
1949,7,12,193,0.137,8.727,July
1949,7,13,194,0.154,8.744,July
1949,7,14,195,0.137,8.727,July
1949,7,15,196,0.147,8.737,July
1949,7,16,197,0.005,8.595,July
1949,7,17,198,-0.046,8.544,July
1949,7,18,199,-0.031,8.559,July
1949,7,19,200,-0.208,8.382,July
1949,7,20,201,-0.396,8.193999999999999,July
1949,7,21,202,-0.472,8.118,July
1949,7,22,203,-0.421,8.169,July
1949,7,23,204,-0.206,8.384,July
1949,7,24,205,-0.252,8.338,July
1949,7,25,206,-0.051,8.539,July
1949,7,26,207,0.058,8.648,July
1949,7,27,208,-0.022,8.568,July
1949,7,28,209,0.022,8.612,July
1949,7,29,210,0.154,8.744,July
1949,7,30,211,0.079,8.669,July
1949,7,31,212,0.159,8.749,July
1949,8,1,213,0.195,8.785,August
1949,8,2,214,0.151,8.741,August
1949,8,3,215,0.191,8.781,August
1949,8,4,216,0.207,8.797,August
1949,8,5,217,0.173,8.763,August
1949,8,6,218,0.405,8.995,August
1949,8,7,219,0.423,9.013,August
1949,8,8,220,0.273,8.863,August
1949,8,9,221,0.227,8.817,August
1949,8,10,222,0.206,8.796,August
1949,8,11,223,0.276,8.866,August
1949,8,12,224,0.203,8.793,August
1949,8,13,225,-0.028,8.562,August
1949,8,14,226,-0.205,8.385,August
1949,8,15,227,-0.165,8.425,August
1949,8,16,228,-0.008,8.582,August
1949,8,17,229,0.104,8.693999999999999,August
1949,8,18,230,-0.023,8.567,August
1949,8,19,231,-0.052,8.538,August
1949,8,20,232,-0.119,8.471,August
1949,8,21,233,-0.271,8.318999999999999,August
1949,8,22,234,-0.199,8.391,August
1949,8,23,235,-0.075,8.515,August
1949,8,24,236,-0.114,8.475999999999999,August
1949,8,25,237,-0.385,8.205,August
1949,8,26,238,-0.484,8.106,August
1949,8,27,239,-0.458,8.132,August
1949,8,28,240,-0.249,8.341,August
1949,8,29,241,-0.225,8.365,August
1949,8,30,242,-0.128,8.462,August
1949,8,31,243,-0.163,8.427,August
1949,9,1,244,-0.125,8.465,September
1949,9,2,245,-0.127,8.463,September
1949,9,3,246,-0.071,8.519,September
1949,9,4,247,-0.037,8.552999999999999,September
1949,9,5,248,-0.153,8.437,September
1949,9,6,249,-0.269,8.321,September
1949,9,7,250,-0.257,8.333,September
1949,9,8,251,-0.341,8.249,September
1949,9,9,252,-0.376,8.214,September
1949,9,10,253,-0.471,8.119,September
1949,9,11,254,-0.331,8.259,September
1949,9,12,255,-0.234,8.356,September
1949,9,13,256,-0.323,8.267,September
1949,9,14,257,-0.269,8.321,September
1949,9,15,258,-0.076,8.514,September
1949,9,16,259,-0.067,8.523,September
1949,9,17,260,-0.206,8.384,September
1949,9,18,261,-0.138,8.452,September
