,Year,Month,Day,Day of Year,Anomaly,Temperature,Month_Name
30240,1962,10,18,291,-0.112,8.478,October
30241,1962,10,19,292,-0.061,8.529,October
30242,1962,10,20,293,-0.016,8.574,October
30243,1962,10,21,294,0.097,8.687,October
30244,1962,10,22,295,0.112,8.702,October
30245,1962,10,23,296,-0.042,8.548,October
30246,1962,10,24,297,-0.127,8.463,October
30247,1962,10,25,298,-0.08,8.51,October
30248,1962,10,26,299,0.013,8.603,October
30249,1962,10,27,300,0.303,8.893,October
30250,1962,10,28,301,0.317,8.907,October
30251,1962,10,29,302,0.201,8.791,October
30252,1962,10,30,303,0.154,8.744,October
30253,1962,10,31,304,0.134,8.724,October
30254,1962,11,1,305,0.313,8.903,November
30255,1962,11,2,306,0.246,8.836,November
30256,1962,11,3,307,-0.039,8.551,November
30257,1962,11,4,308,-0.081,8.509,November
30258,1962,11,5,309,-0.041,8.549,November
30259,1962,11,6,310,-0.182,8.408,November
30260,1962,11,7,311,0.086,8.676,November
30261,1962,11,8,312,-0.046,8.544,November
30262,1962,11,9,313,-0.469,8.121,November
30263,1962,11,10,314,-0.37,8.22,November
30264,1962,11,11,315,-0.279,8.311,November
30265,1962,11,12,316,-0.186,8.404,November
30266,1962,11,13,317,-0.008,8.582,November
30267,1962,11,14,318,0.202,8.792,November
30268,1962,11,15,319,0.149,8.738999999999999,November
30269,1962,11,16,320,0.022,8.612,November
30270,1962,11,17,321,-0.177,8.413,November
30271,1962,11,18,322,-0.3,8.29,November
30272,1962,11,19,323,-0.324,8.266,November
30273,1962,11,20,324,-0.383,8.207,November
30274,1962,11,21,325,-0.632,7.958,November
30275,1962,11,22,326,-0.523,8.067,November
30276,1962,11,23,327,-0.465,8.125,November
30277,1962,11,24,328,-0.419,8.171,November
30278,1962,11,25,329,-0.057,8.533,November
30279,1962,11,26,330,0.291,8.881,November
30280,1962,11,27,331,0.39,8.98,November
30281,1962,11,28,332,0.49,9.08,November
30282,1962,11,29,333,0.515,9.105,November
30283,1962,11,30,334,0.526,9.116,November
30284,1962,12,1,335,0.637,9.227,December
30285,1962,12,2,336,0.507,9.097,December
30286,1962,12,3,337,0.368,8.958,December
30287,1962,12,4,338,0.082,8.672,December
30288,1962,12,5,339,-0.087,8.503,December
30289,1962,12,6,340,-0.292,8.298,December
30290,1962,12,7,341,-0.304,8.286,December
30291,1962,12,8,342,-0.278,8.312,December
30292,1962,12,9,343,-0.499,8.091,December
30293,1962,12,10,344,-0.692,7.898,December
30294,1962,12,11,345,-0.691,7.899,December
30295,1962,12,12,346,-0.365,8.225,December
30296,1962,12,13,347,-0.16,8.43,December
30297,1962,12,14,348,0.084,8.674,December
30298,1962,12,15,349,0.343,8.933,December
30299,1962,12,16,350,0.57,9.16,December
30300,1962,12,17,351,0.679,9.269,December
30301,1962,12,18,352,0.807,9.397,December
30302,1962,12,19,353,0.67,9.26,December
30303,1962,12,20,354,0.557,9.147,December
30304,1962,12,21,355,0.508,9.097999999999999,December
30305,1962,12,22,356,0.27,8.86,December
30306,1962,12,23,357,-0.038,8.552,December
30307,1962,12,24,358,-0.396,8.193999999999999,December
30308,1962,12,25,359,-0.31,8.28,December
30309,1962,12,26,360,-0.252,8.338,December
30310,1962,12,27,361,0.038,8.628,December
30311,1962,12,28,362,0.199,8.789,December
30312,1962,12,29,363,0.003,8.593,December
30313,1962,12,30,364,-0.11,8.48,December
30314,1962,12,31,365,0.133,8.722999999999999,December
30315,1963,1,1,1,0.404,8.994,January
30316,1963,1,2,2,0.601,9.190999999999999,January
30317,1963,1,3,3,0.581,9.171,January
30318,1963,1,4,4,0.636,9.225999999999999,January
30319,1963,1,5,5,0.765,9.355,January
30320,1963,1,6,6,0.728,9.318,January
30321,1963,1,7,7,0.746,9.336,January
30322,1963,1,8,8,0.651,9.241,January
30323,1963,1,9,9,0.325,8.915,January
30324,1963,1,10,10,-0.053,8.536999999999999,January
30325,1963,1,11,11,-0.488,8.102,January
30326,1963,1,12,12,-0.736,7.854,January
30327,1963,1,13,13,-0.826,7.764,January
30328,1963,1,14,14,-0.886,7.704,January
30329,1963,1,15,15,-0.714,7.8759999999999994,January
30330,1963,1,16,16,-0.491,8.099,January
30331,1963,1,17,17,-0.509,8.081,January
30332,1963,1,18,18,-0.434,8.156,January
30333,1963,1,19,19,-0.207,8.383,January
30334,1963,1,20,20,0.101,8.691,January
30335,1963,1,21,21,0.054,8.644,January
30336,1963,1,22,22,-0.14,8.45,January
30337,1963,1,23,23,-0.029,8.561,January
30338,1963,1,24,24,0.123,8.713,January
30339,1963,1,25,25,0.359,8.949,January
30340,1963,1,26,26,0.631,9.221,January
30341,1963,1,27,27,0.642,9.232,January
30342,1963,1,28,28,0.484,9.074,January
30343,1963,1,29,29,0.569,9.158999999999999,January
30344,1963,1,30,30,0.817,9.407,January
30345,1963,1,31,31,0.838,9.427999999999999,January
30346,1963,2,1,32,1.221,9.811,February
30347,1963,2,2,33,0.982,9.572,February
30348,1963,2,3,34,0.77,9.36,February
30349,1963,2,4,35,0.935,9.525,February
30350,1963,2,5,36,1.282,9.872,February
30351,1963,2,6,37,1.692,10.282,February
30352,1963,2,7,38,1.523,10.113,February
30353,1963,2,8,39,1.215,9.805,February
30354,1963,2,9,40,1.002,9.592,February
30355,1963,2,10,41,0.946,9.536,February
30356,1963,2,11,42,0.706,9.296,February
30357,1963,2,12,43,0.571,9.161,February
30358,1963,2,13,44,0.448,9.038,February
30359,1963,2,14,45,0.286,8.876,February
30360,1963,2,15,46,0.043,8.633,February
30361,1963,2,16,47,0.269,8.859,February
30362,1963,2,17,48,0.604,9.193999999999999,February
30363,1963,2,18,49,0.931,9.521,February
30364,1963,2,19,50,1.062,9.652,February
30365,1963,2,20,51,0.963,9.552999999999999,February
30366,1963,2,21,52,0.843,9.433,February
30367,1963,2,22,53,0.734,9.324,February
30368,1963,2,23,54,0.685,9.275,February
30369,1963,2,24,55,0.547,9.137,February
30370,1963,2,25,56,0.581,9.171,February
30371,1963,2,26,57,0.443,9.033,February
30372,1963,2,27,58,0.322,8.911999999999999,February
30373,1963,2,28,59,0.383,8.972999999999999,February
30374,1963,3,1,60,0.562,9.152,March
30375,1963,3,2,61,0.552,9.142,March
30376,1963,3,3,62,0.581,9.171,March
30377,1963,3,4,63,0.421,9.011,March
30378,1963,3,5,64,0.465,9.055,March
30379,1963,3,6,65,0.362,8.952,March
30380,1963,3,7,66,0.329,8.919,March
30381,1963,3,8,67,0.246,8.836,March
30382,1963,3,9,68,0.094,8.684,March
30383,1963,3,10,69,0.064,8.654,March
30384,1963,3,11,70,-0.009,8.581,March
30385,1963,3,12,71,-0.072,8.518,March
30386,1963,3,13,72,-0.058,8.532,March
30387,1963,3,14,73,-0.015,8.575,March
30388,1963,3,15,74,-0.072,8.518,March
30389,1963,3,16,75,0.043,8.633,March
30390,1963,3,17,76,0.082,8.672,March
30391,1963,3,18,77,-0.208,8.382,March
30392,1963,3,19,78,-0.719,7.8709999999999996,March
30393,1963,3,20,79,-0.813,7.777,March
30394,1963,3,21,80,-0.908,7.6819999999999995,March
30395,1963,3,22,81,-0.754,7.836,March
30396,1963,3,23,82,-0.507,8.083,March
30397,1963,3,24,83,-0.312,8.278,March
30398,1963,3,25,84,-0.234,8.356,March
30399,1963,3,26,85,-0.341,8.249,March
30400,1963,3,27,86,-0.781,7.809,March
30401,1963,3,28,87,-0.625,7.965,March
30402,1963,3,29,88,-0.296,8.294,March
30403,1963,3,30,89,-0.399,8.190999999999999,March
30404,1963,3,31,90,-0.554,8.036,March
30405,1963,4,1,91,-0.527,8.063,April
30406,1963,4,2,92,-0.534,8.056,April
30407,1963,4,3,93,-0.677,7.913,April
30408,1963,4,4,94,-0.532,8.058,April
30409,1963,4,5,95,-0.609,7.981,April
30410,1963,4,6,96,-0.383,8.207,April
30411,1963,4,7,97,-0.11,8.48,April
30412,1963,4,8,98,0.146,8.736,April
30413,1963,4,9,99,0.419,9.009,April
30414,1963,4,10,100,0.678,9.268,April
30415,1963,4,11,101,0.722,9.312,April
30416,1963,4,12,102,0.829,9.419,April
30417,1963,4,13,103,0.848,9.438,April
30418,1963,4,14,104,0.553,9.143,April
30419,1963,4,15,105,0.409,8.999,April
30420,1963,4,16,106,0.325,8.915,April
30421,1963,4,17,107,0.304,8.894,April
30422,1963,4,18,108,0.306,8.895999999999999,April
30423,1963,4,19,109,0.147,8.737,April
30424,1963,4,20,110,0.024,8.613999999999999,April
30425,1963,4,21,111,0.098,8.688,April
30426,1963,4,22,112,-0.034,8.556,April
30427,1963,4,23,113,-0.304,8.286,April
30428,1963,4,24,114,-0.344,8.246,April
30429,1963,4,25,115,-0.32,8.27,April
30430,1963,4,26,116,-0.111,8.479,April
30431,1963,4,27,117,-0.234,8.356,April
30432,1963,4,28,118,-0.262,8.328,April
30433,1963,4,29,119,-0.159,8.431,April
30434,1963,4,30,120,-0.234,8.356,April
30435,1963,5,1,121,-0.387,8.203,May
30436,1963,5,2,122,-0.554,8.036,May
30437,1963,5,3,123,-0.483,8.107,May
30438,1963,5,4,124,-0.356,8.234,May
30439,1963,5,5,125,-0.419,8.171,May
30440,1963,5,6,126,-0.183,8.407,May
30441,1963,5,7,127,-0.363,8.227,May
30442,1963,5,8,128,-0.277,8.313,May
30443,1963,5,9,129,-0.047,8.543,May
30444,1963,5,10,130,-0.074,8.516,May
30445,1963,5,11,131,-0.048,8.542,May
30446,1963,5,12,132,-0.089,8.501,May
30447,1963,5,13,133,-0.05,8.54,May
30448,1963,5,14,134,0.087,8.677,May
30449,1963,5,15,135,0.046,8.636,May
30450,1963,5,16,136,0.172,8.762,May
30451,1963,5,17,137,0.008,8.597999999999999,May
30452,1963,5,18,138,-0.134,8.456,May
30453,1963,5,19,139,-0.155,8.435,May
30454,1963,5,20,140,-0.282,8.308,May
30455,1963,5,21,141,-0.438,8.152,May
30456,1963,5,22,142,-0.423,8.167,May
30457,1963,5,23,143,-0.384,8.206,May
30458,1963,5,24,144,-0.148,8.442,May
30459,1963,5,25,145,-0.124,8.466,May
30460,1963,5,26,146,-0.03,8.56,May
30461,1963,5,27,147,0.071,8.661,May
30462,1963,5,28,148,0.005,8.595,May
30463,1963,5,29,149,-0.077,8.513,May
30464,1963,5,30,150,0.013,8.603,May
30465,1963,5,31,151,0.055,8.645,May
30466,1963,6,1,152,0.107,8.697,June
30467,1963,6,2,153,0.098,8.688,June
30468,1963,6,3,154,0.087,8.677,June
30469,1963,6,4,155,0.012,8.602,June
30470,1963,6,5,156,0.064,8.654,June
30471,1963,6,6,157,0.03,8.62,June
30472,1963,6,7,158,0.002,8.592,June
30473,1963,6,8,159,0.061,8.651,June
30474,1963,6,9,160,0.135,8.725,June
30475,1963,6,10,161,0.203,8.793,June
30476,1963,6,11,162,0.022,8.612,June
30477,1963,6,12,163,0.025,8.615,June
30478,1963,6,13,164,0.265,8.855,June
30479,1963,6,14,165,0.353,8.943,June
30480,1963,6,15,166,0.106,8.696,June
30481,1963,6,16,167,-0.184,8.406,June
30482,1963,6,17,168,-0.372,8.218,June
30483,1963,6,18,169,-0.376,8.214,June
30484,1963,6,19,170,-0.263,8.327,June
30485,1963,6,20,171,-0.436,8.154,June
30486,1963,6,21,172,-0.616,7.974,June
30487,1963,6,22,173,-0.463,8.127,June
30488,1963,6,23,174,-0.154,8.436,June
30489,1963,6,24,175,-0.199,8.391,June
30490,1963,6,25,176,0.064,8.654,June
30491,1963,6,26,177,0.152,8.741999999999999,June
30492,1963,6,27,178,0.338,8.927999999999999,June
30493,1963,6,28,179,0.318,8.908,June
30494,1963,6,29,180,0.12,8.709999999999999,June
30495,1963,6,30,181,0.039,8.629,June
30496,1963,7,1,182,-0.021,8.568999999999999,July
30497,1963,7,2,183,0.073,8.663,July
30498,1963,7,3,184,0.196,8.786,July
30499,1963,7,4,185,0.343,8.933,July
30500,1963,7,5,186,0.515,9.105,July
30501,1963,7,6,187,0.453,9.043,July
30502,1963,7,7,188,0.465,9.055,July
30503,1963,7,8,189,0.163,8.753,July
30504,1963,7,9,190,0.032,8.622,July
30505,1963,7,10,191,-0.098,8.491999999999999,July
30506,1963,7,11,192,-0.201,8.389,July
30507,1963,7,12,193,-0.257,8.333,July
30508,1963,7,13,194,-0.197,8.393,July
30509,1963,7,14,195,-0.293,8.297,July
30510,1963,7,15,196,-0.071,8.519,July
30511,1963,7,16,197,0.233,8.823,July
30512,1963,7,17,198,0.494,9.084,July
30513,1963,7,18,199,0.751,9.341,July
30514,1963,7,19,200,0.955,9.545,July
30515,1963,7,20,201,0.942,9.532,July
30516,1963,7,21,202,0.572,9.161999999999999,July
30517,1963,7,22,203,0.256,8.846,July
30518,1963,7,23,204,-0.021,8.568999999999999,July
30519,1963,7,24,205,0.029,8.619,July
30520,1963,7,25,206,0.213,8.802999999999999,July
30521,1963,7,26,207,0.129,8.719,July
30522,1963,7,27,208,-0.002,8.588,July
30523,1963,7,28,209,0.11,8.7,July
30524,1963,7,29,210,-0.019,8.571,July
30525,1963,7,30,211,-0.043,8.547,July
30526,1963,7,31,212,-0.1,8.49,July
30527,1963,8,1,213,-0.074,8.516,August
30528,1963,8,2,214,0.296,8.886,August
30529,1963,8,3,215,0.355,8.945,August
30530,1963,8,4,216,0.493,9.083,August
30531,1963,8,5,217,0.381,8.971,August
30532,1963,8,6,218,0.255,8.845,August
30533,1963,8,7,219,0.152,8.741999999999999,August
30534,1963,8,8,220,0.119,8.709,August
30535,1963,8,9,221,0.22,8.81,August
30536,1963,8,10,222,0.245,8.834999999999999,August
30537,1963,8,11,223,0.282,8.872,August
30538,1963,8,12,224,0.297,8.887,August
30539,1963,8,13,225,0.447,9.036999999999999,August
30540,1963,8,14,226,0.55,9.14,August
30541,1963,8,15,227,0.454,9.044,August
30542,1963,8,16,228,0.326,8.916,August
30543,1963,8,17,229,0.383,8.972999999999999,August
30544,1963,8,18,230,0.279,8.869,August
30545,1963,8,19,231,0.308,8.898,August
30546,1963,8,20,232,0.354,8.943999999999999,August
30547,1963,8,21,233,0.429,9.019,August
30548,1963,8,22,234,0.439,9.029,August
30549,1963,8,23,235,0.497,9.087,August
30550,1963,8,24,236,0.502,9.092,August
30551,1963,8,25,237,0.533,9.123,August
30552,1963,8,26,238,0.372,8.962,August
30553,1963,8,27,239,0.464,9.054,August
30554,1963,8,28,240,0.474,9.064,August
30555,1963,8,29,241,0.437,9.027,August
30556,1963,8,30,242,0.495,9.084999999999999,August
30557,1963,8,31,243,0.448,9.038,August
30558,1963,9,1,244,0.442,9.032,September
30559,1963,9,2,245,0.549,9.139,September
30560,1963,9,3,246,0.414,9.004,September
30561,1963,9,4,247,0.326,8.916,September
30562,1963,9,5,248,0.314,8.904,September
30563,1963,9,6,249,0.318,8.908,September
30564,1963,9,7,250,0.438,9.028,September
30565,1963,9,8,251,0.679,9.269,September
30566,1963,9,9,252,0.803,9.393,September
30567,1963,9,10,253,0.401,8.991,September
30568,1963,9,11,254,0.219,8.809,September
30569,1963,9,12,255,0.043,8.633,September
30570,1963,9,13,256,-0.004,8.586,September
30571,1963,9,14,257,-0.026,8.564,September
30572,1963,9,15,258,0.177,8.767,September
30573,1963,9,16,259,0.428,9.018,September
30574,1963,9,17,260,0.646,9.236,September
30575,1963,9,18,261,0.563,9.153,September
30576,1963,9,19,262,0.475,9.065,September
30577,1963,9,20,263,0.31,8.9,September
30578,1963,9,21,264,0.32,8.91,September
30579,1963,9,22,265,0.373,8.963,September
30580,1963,9,23,266,0.397,8.987,September
30581,1963,9,24,267,0.528,9.118,September
30582,1963,9,25,268,0.688,9.278,September
30583,1963,9,26,269,0.5,9.09,September
30584,1963,9,27,270,0.479,9.068999999999999,September
30585,1963,9,28,271,0.526,9.116,September
30586,1963,9,29,272,0.334,8.924,September
30587,1963,9,30,273,0.128,8.718,September
30588,1963,10,1,274,0.123,8.713,October
30589,1963,10,2,275,0.236,8.826,October
30590,1963,10,3,276,0.38,8.97,October
30591,1963,10,4,277,0.424,9.014,October
30592,1963,10,5,278,0.836,9.426,October
30593,1963,10,6,279,0.985,9.575,October
30594,1963,10,7,280,0.948,9.538,October
30595,1963,10,8,281,0.876,9.466,October
30596,1963,10,9,282,0.757,9.347,October
30597,1963,10,10,283,0.804,9.394,October
30598,1963,10,11,284,0.681,9.271,October
30599,1963,10,12,285,0.557,9.147,October
30600,1963,10,13,286,0.5,9.09,October
30601,1963,10,14,287,0.547,9.137,October
30602,1963,10,15,288,0.489,9.079,October
30603,1963,10,16,289,0.546,9.136,October
30604,1963,10,17,290,0.54,9.129999999999999,October
30605,1963,10,18,291,0.552,9.142,October
30606,1963,10,19,292,0.64,9.23,October
30607,1963,10,20,293,0.645,9.235,October
30608,1963,10,21,294,0.594,9.184,October
30609,1963,10,22,295,0.617,9.207,October
30610,1963,10,23,296,0.569,9.158999999999999,October
30611,1963,10,24,297,0.517,9.107,October
30612,1963,10,25,298,0.648,9.238,October
30613,1963,10,26,299,0.602,9.192,October
30614,1963,10,27,300,0.644,9.234,October
30615,1963,10,28,301,0.669,9.259,October
30616,1963,10,29,302,0.733,9.323,October
30617,1963,10,30,303,0.706,9.296,October
30618,1963,10,31,304,0.702,9.292,October
30619,1963,11,1,305,0.379,8.969,November
30620,1963,11,2,306,0.187,8.777,November
30621,1963,11,3,307,0.498,9.088,November
30622,1963,11,4,308,0.729,9.318999999999999,November
30623,1963,11,5,309,0.839,9.429,November
30624,1963,11,6,310,0.688,9.278,November
30625,1963,11,7,311,0.493,9.083,November
30626,1963,11,8,312,0.287,8.877,November
30627,1963,11,9,313,0.258,8.847999999999999,November
30628,1963,11,10,314,0.637,9.227,November
30629,1963,11,11,315,0.814,9.404,November
30630,1963,11,12,316,0.598,9.188,November
30631,1963,11,13,317,0.203,8.793,November
30632,1963,11,14,318,-0.072,8.518,November
30633,1963,11,15,319,0.039,8.629,November
30634,1963,11,16,320,0.127,8.717,November
30635,1963,11,17,321,0.01,8.6,November
30636,1963,11,18,322,0.048,8.638,November
30637,1963,11,19,323,0.153,8.743,November
30638,1963,11,20,324,0.117,8.707,November
30639,1963,11,21,325,0.04,8.629999999999999,November
30640,1963,11,22,326,0.141,8.731,November
30641,1963,11,23,327,0.151,8.741,November
30642,1963,11,24,328,0.166,8.756,November
30643,1963,11,25,329,0.18,8.77,November
30644,1963,11,26,330,0.352,8.942,November
30645,1963,11,27,331,0.318,8.908,November
30646,1963,11,28,332,-0.013,8.577,November
30647,1963,11,29,333,-0.221,8.369,November
30648,1963,11,30,334,-0.313,8.277,November
30649,1963,12,1,335,-0.169,8.421,December
30650,1963,12,2,336,0.058,8.648,December
30651,1963,12,3,337,0.226,8.816,December
30652,1963,12,4,338,0.199,8.789,December
30653,1963,12,5,339,0.087,8.677,December
30654,1963,12,6,340,0.011,8.600999999999999,December
30655,1963,12,7,341,0.029,8.619,December
30656,1963,12,8,342,-0.022,8.568,December
30657,1963,12,9,343,-0.239,8.350999999999999,December
30658,1963,12,10,344,-0.444,8.145999999999999,December
30659,1963,12,11,345,-0.605,7.984999999999999,December
30660,1963,12,12,346,-0.95,7.64,December
30661,1963,12,13,347,-0.947,7.643,December
30662,1963,12,14,348,-0.589,8.001,December
30663,1963,12,15,349,-0.371,8.219,December
30664,1963,12,16,350,-0.232,8.358,December
30665,1963,12,17,351,-0.352,8.238,December
30666,1963,12,18,352,-0.406,8.184,December
30667,1963,12,19,353,-0.175,8.415,December
30668,1963,12,20,354,0.143,8.733,December
30669,1963,12,21,355,0.199,8.789,December
30670,1963,12,22,356,0.294,8.884,December
30671,1963,12,23,357,0.357,8.947,December
30672,1963,12,24,358,0.273,8.863,December
30673,1963,12,25,359,0.107,8.697,December
30674,1963,12,26,360,0.138,8.728,December
30675,1963,12,27,361,0.314,8.904,December
30676,1963,12,28,362,0.146,8.736,December
30677,1963,12,29,363,0.142,8.732,December
30678,1963,12,30,364,0.187,8.777,December
30679,1963,12,31,365,0.448,9.038,December
30680,1964,1,1,1,0.749,9.339,January
30681,1964,1,2,2,0.826,9.416,January
30682,1964,1,3,3,0.655,9.245,January
30683,1964,1,4,4,0.605,9.195,January
30684,1964,1,5,5,0.732,9.322,January
30685,1964,1,6,6,0.812,9.402,January
30686,1964,1,7,7,0.504,9.094,January
30687,1964,1,8,8,0.165,8.754999999999999,January
30688,1964,1,9,9,0.04,8.629999999999999,January
30689,1964,1,10,10,0.04,8.629999999999999,January
30690,1964,1,11,11,0.04,8.629999999999999,January
30691,1964,1,12,12,-0.19,8.4,January
30692,1964,1,13,13,-0.29,8.3,January
30693,1964,1,14,14,-0.261,8.329,January
30694,1964,1,15,15,-0.26,8.33,January
30695,1964,1,16,16,-0.295,8.295,January
30696,1964,1,17,17,-0.252,8.338,January
30697,1964,1,18,18,-0.204,8.386,January
30698,1964,1,19,19,-0.236,8.354,January
30699,1964,1,20,20,-0.402,8.188,January
30700,1964,1,21,21,-0.135,8.455,January
30701,1964,1,22,22,-0.018,8.572,January
30702,1964,1,23,23,-0.049,8.541,January
30703,1964,1,24,24,-0.097,8.493,January
30704,1964,1,25,25,0.013,8.603,January
30705,1964,1,26,26,0.094,8.684,January
30706,1964,1,27,27,-0.034,8.556,January
30707,1964,1,28,28,-0.331,8.259,January
30708,1964,1,29,29,-0.235,8.355,January
30709,1964,1,30,30,-0.057,8.533,January
30710,1964,1,31,31,0.129,8.719,January
30711,1964,2,1,32,0.214,8.804,February
30712,1964,2,2,33,0.29,8.879999999999999,February
30713,1964,2,3,34,0.412,9.002,February
30714,1964,2,4,35,0.766,9.356,February
30715,1964,2,5,36,0.719,9.309,February
30716,1964,2,6,37,0.558,9.148,February
30717,1964,2,7,38,0.086,8.676,February
30718,1964,2,8,39,-0.409,8.181,February
30719,1964,2,9,40,-0.698,7.8919999999999995,February
30720,1964,2,10,41,-0.625,7.965,February
30721,1964,2,11,42,-0.605,7.984999999999999,February
30722,1964,2,12,43,-0.412,8.177999999999999,February
30723,1964,2,13,44,-0.245,8.345,February
30724,1964,2,14,45,-0.264,8.326,February
30725,1964,2,15,46,-0.571,8.019,February
30726,1964,2,16,47,-0.759,7.8309999999999995,February
30727,1964,2,17,48,-0.849,7.741,February
30728,1964,2,18,49,-0.617,7.973,February
30729,1964,2,19,50,-0.411,8.179,February
30730,1964,2,20,51,-0.465,8.125,February
30731,1964,2,21,52,-0.43,8.16,February
30732,1964,2,22,53,-0.408,8.182,February
30733,1964,2,23,54,-0.702,7.888,February
30734,1964,2,24,55,-0.595,7.995,February
30735,1964,2,25,56,-0.529,8.061,February
30736,1964,2,26,57,-0.445,8.145,February
30737,1964,2,27,58,-0.278,8.312,February
30738,1964,2,28,59,0.06,8.65,February
30739,1964,2,29,60,0.141,8.731,February
30740,1964,3,1,61,0.06,8.65,March
30741,1964,3,2,62,-0.09,8.5,March
30742,1964,3,3,63,-0.168,8.422,March
30743,1964,3,4,64,-0.129,8.461,March
30744,1964,3,5,65,-0.453,8.137,March
30745,1964,3,6,66,-0.876,7.7139999999999995,March
30746,1964,3,7,67,-0.955,7.635,March
30747,1964,3,8,68,-0.774,7.816,March
30748,1964,3,9,69,-0.597,7.993,March
30749,1964,3,10,70,-0.43,8.16,March
30750,1964,3,11,71,-0.161,8.429,March
30751,1964,3,12,72,-0.059,8.531,March
30752,1964,3,13,73,-0.091,8.499,March
30753,1964,3,14,74,0.093,8.683,March
30754,1964,3,15,75,0.073,8.663,March
30755,1964,3,16,76,0.154,8.744,March
30756,1964,3,17,77,-0.126,8.464,March
30757,1964,3,18,78,-0.3,8.29,March
30758,1964,3,19,79,-0.313,8.277,March
30759,1964,3,20,80,-0.344,8.246,March
30760,1964,3,21,81,-0.417,8.173,March
30761,1964,3,22,82,-0.491,8.099,March
30762,1964,3,23,83,-0.697,7.893,March
30763,1964,3,24,84,-0.791,7.7989999999999995,March
30764,1964,3,25,85,-0.829,7.761,March
30765,1964,3,26,86,-0.662,7.928,March
30766,1964,3,27,87,-0.664,7.926,March
30767,1964,3,28,88,-0.651,7.939,March
30768,1964,3,29,89,-0.761,7.829,March
30769,1964,3,30,90,-0.661,7.929,March
30770,1964,3,31,91,-0.484,8.106,March
30771,1964,4,1,92,-0.398,8.192,April
30772,1964,4,2,93,-0.306,8.284,April
30773,1964,4,3,94,-0.367,8.222999999999999,April
30774,1964,4,4,95,-0.548,8.042,April
30775,1964,4,5,96,-0.544,8.046,April
30776,1964,4,6,97,-0.398,8.192,April
30777,1964,4,7,98,-0.353,8.237,April
30778,1964,4,8,99,-0.534,8.056,April
30779,1964,4,9,100,-0.511,8.079,April
30780,1964,4,10,101,-0.331,8.259,April
30781,1964,4,11,102,-0.139,8.451,April
30782,1964,4,12,103,0.094,8.684,April
30783,1964,4,13,104,0.082,8.672,April
30784,1964,4,14,105,-0.015,8.575,April
30785,1964,4,15,106,-0.338,8.252,April
30786,1964,4,16,107,-0.566,8.024,April
30787,1964,4,17,108,-0.7,7.89,April
30788,1964,4,18,109,-0.757,7.833,April
30789,1964,4,19,110,-0.737,7.853,April
30790,1964,4,20,111,-0.675,7.915,April
30791,1964,4,21,112,-0.461,8.129,April
30792,1964,4,22,113,-0.409,8.181,April
30793,1964,4,23,114,-0.365,8.225,April
30794,1964,4,24,115,-0.286,8.304,April
30795,1964,4,25,116,-0.311,8.279,April
30796,1964,4,26,117,-0.262,8.328,April
30797,1964,4,27,118,-0.244,8.346,April
30798,1964,4,28,119,-0.05,8.54,April
30799,1964,4,29,120,-0.043,8.547,April
30800,1964,4,30,121,0.036,8.626,April
30801,1964,5,1,122,-0.066,8.524,May
30802,1964,5,2,123,-0.317,8.273,May
30803,1964,5,3,124,-0.314,8.276,May
30804,1964,5,4,125,-0.113,8.477,May
30805,1964,5,5,126,-0.043,8.547,May
30806,1964,5,6,127,0.085,8.675,May
30807,1964,5,7,128,0.212,8.802,May
30808,1964,5,8,129,0.072,8.661999999999999,May
30809,1964,5,9,130,-0.122,8.468,May
30810,1964,5,10,131,-0.302,8.288,May
30811,1964,5,11,132,-0.612,7.978,May
30812,1964,5,12,133,-0.656,7.934,May
30813,1964,5,13,134,-0.423,8.167,May
30814,1964,5,14,135,-0.404,8.186,May
30815,1964,5,15,136,-0.401,8.189,May
30816,1964,5,16,137,-0.3,8.29,May
30817,1964,5,17,138,-0.237,8.353,May
30818,1964,5,18,139,-0.345,8.245,May
30819,1964,5,19,140,-0.143,8.447,May
30820,1964,5,20,141,-0.12,8.47,May
30821,1964,5,21,142,-0.082,8.508,May
30822,1964,5,22,143,-0.052,8.538,May
30823,1964,5,23,144,-0.198,8.392,May
30824,1964,5,24,145,-0.086,8.504,May
30825,1964,5,25,146,-0.327,8.263,May
30826,1964,5,26,147,-0.786,7.804,May
30827,1964,5,27,148,-0.628,7.962,May
30828,1964,5,28,149,-0.639,7.951,May
30829,1964,5,29,150,-0.453,8.137,May
30830,1964,5,30,151,-0.522,8.068,May
30831,1964,5,31,152,-0.477,8.113,May
30832,1964,6,1,153,-0.415,8.175,June
30833,1964,6,2,154,-0.279,8.311,June
30834,1964,6,3,155,-0.257,8.333,June
30835,1964,6,4,156,-0.231,8.359,June
30836,1964,6,5,157,-0.226,8.363999999999999,June
30837,1964,6,6,158,-0.355,8.235,June
30838,1964,6,7,159,-0.337,8.253,June
30839,1964,6,8,160,0.013,8.603,June
30840,1964,6,9,161,0.142,8.732,June
30841,1964,6,10,162,0.004,8.594,June
30842,1964,6,11,163,0.057,8.647,June
30843,1964,6,12,164,0.115,8.705,June
30844,1964,6,13,165,0.123,8.713,June
30845,1964,6,14,166,0.095,8.685,June
30846,1964,6,15,167,0.208,8.798,June
30847,1964,6,16,168,-0.056,8.534,June
30848,1964,6,17,169,-0.322,8.268,June
30849,1964,6,18,170,-0.154,8.436,June
30850,1964,6,19,171,-0.063,8.527,June
